theta time Kinect_theta
-02 43.7416 -0.00577029
-02 43.7993 -0.0090477
-02 43.8567 -0.0177833
-02 43.9144 -0.0197939
-02 43.9635 -0.0221932
-02 44.012 -0.0145067
-02 44.061 -0.0106123
-02 44.1094 -0.0117054
-02 44.1575 -0.0119467
-02 44.2068 -0.0215026
-02 44.2549 -0.0117537
-02 44.3032 -0.0158922
-02 44.3511 -0.00939357
-02 44.3998 -0.00972736
-02 44.4483 -0.0129417
-02 44.497 -0.00942003
-02 44.5458 -0.00920958
-02 44.605 -0.00867363
-02 44.6627 -0.018354
-02 44.7206 -0.0155544
-02 44.778 -0.0073795
-04 0.0247734 -0.0657163
-04 0.0825138 -0.0620272
-04 0.141644 -0.0495468
-04 0.200033 -0.0648261
-04 0.259015 -0.0600914
-04 0.307824 -0.0541808
-04 0.356096 -0.05399
-04 0.406393 -0.0478636
-04 0.466339 -0.0498273
-04 0.520199 -0.0619298
-04 0.578245 -0.0577089
-04 0.636732 -0.0569339
-04 0.694482 -0.0525785
-04 0.746005 -0.0617783
-04 0.795359 -0.0607139
-04 0.843399 -0.0469228
-04 0.891685 -0.0498991
-04 0.938961 -0.0551115
-04 0.987396 -0.0518173
-04 1.0448 -0.0391683
-04 1.10148 -0.048804
-04 1.1598 -0.0647836
-04 1.21876 -0.0452952
-04 1.27627 -0.0551105
-04 1.33428 -0.0620728
-04 1.3928 -0.068885
-04 1.45055 -0.0588211
-04 1.50635 -0.0688542
-04 1.55511 -0.0545061
-04 1.60326 -0.0589718
-04 1.65176 -0.0461647
-04 1.69977 -0.0654025
-04 1.75761 -0.0572647
-04 1.81578 -0.0586686
-04 1.87378 -0.0518802
-04 1.9321 -0.0565647
-04 1.99251 -0.0556404
-04 2.05076 -0.071592
-04 2.10825 -0.0566821
-04 2.16874 -0.0625466
-04 2.22754 -0.0559724
-04 2.28536 -0.0538434
-04 2.34447 -0.0507162
-04 2.40305 -0.0649077
-04 2.46169 -0.0621639
-04 2.51884 -0.0576389
-04 2.57737 -0.0642164
-04 2.63603 -0.0639758
-04 2.69543 -0.0586102
-04 2.75478 -0.0547364
-04 2.81431 -0.0701372
-04 2.87378 -0.0565519
-04 2.93369 -0.0572237
-04 2.99194 -0.0527122
-04 3.05037 -0.0638706
-04 3.10826 -0.0568184
-04 3.16653 -0.058712
-04 3.22846 -0.0668701
-04 3.28669 -0.0589436
-04 3.34522 -0.05261
-04 3.4036 -0.0667959
-04 3.46244 -0.055727
-04 3.52168 -0.0725046
-04 3.57988 -0.0548115
-04 3.63766 -0.054865
-04 3.69638 -0.0657135
-04 3.75494 -0.0685198
-04 3.81433 -0.0531164
-04 3.87241 -0.0545146
-04 3.93245 -0.0610996
-04 3.99052 -0.0594458
-04 4.04938 -0.0632754
-04 4.10724 -0.0674213
-04 4.1655 -0.0641868
-04 4.22386 -0.0699814
-04 4.28082 -0.0685597
-04 4.33483 -0.0663196
-04 4.39022 -0.0562711
-04 4.44601 -0.0547589
-04 4.49728 -0.0634033
-04 4.54655 -0.0532127
-04 4.5974 -0.064517
-04 4.64676 -0.0615676
-04 4.70599 -0.0683176
-04 4.76415 -0.05346
